PassengerId,Survived,Pclass,Nametitle_0,Nametitle_1,Nametitle_2,Nametitle_3,Nametitle_4,Lastname_0,Lastname_1,Lastname_2,Lastname_3,Lastname_4,Lastname_5,Lastname_6,Lastname_7,Lastname_8,Lastname_9,Sex_0,Age,SibSp,Parch,Ticketcode_0,Ticketcode_1,Ticketcode_2,Ticketcode_3,Ticketcode_4,Ticketcode_5,Fare,Cabin_0,Cabin_1,Cabin_2,Cabin_3,Cabin_4,Cabin_5,Cabin_6,Cabin_7,Embarked_0,Embarked_1
34,0,-0.351956208999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.80356443076,-0.478903728509,-0.444829492449,0,0,0,1,1,0,-0.440587034501,0,0,0,0,0,0,0,0,0,0
35,0,-1.54550718718,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.146014860735,0.481103898778,-0.444829492449,0,0,0,0,0,1,0.944653646013,0,0,0,0,0,0,0,0,0,1
36,0,-1.54550718718,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.940672246659,0.481103898778,-0.444829492449,0,0,0,0,1,1,0.361517703291,0,0,0,0,0,0,0,0,0,0
37,1,0.841594769186,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2.20610751487e-15,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.503804484534,0,0,0,0,0,0,0,0,0,1
38,0,0.841594769186,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.689358414432,-0.478903728509,-0.444829492449,0,0,0,1,1,1,-0.487940205769,0,0,0,0,0,0,0,0,0,0
39,0,0.841594769186,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,-0.922219937445,1.44111152607,-0.444829492449,0,0,0,0,1,1,-0.295628346949,0,0,0,0,0,0,0,0,0,0
40,1,0.841594769186,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,-1.23270196813,0.481103898778,-0.444829492449,0,0,0,0,1,1,-0.426251586694,0,0,0,0,0,0,0,0,0,1
41,0,0.841594769186,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0.785431231317,0.481103898778,-0.444829492449,0,0,0,0,1,1,-0.460398055134,0,0,0,0,0,0,0,0,0,0
42,0,-0.351956208999,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,-0.223635368406,0.481103898778,-0.444829492449,0,0,0,0,1,1,-0.237644871928,0,0,0,0,0,0,0,0,0,0
43,0,0.841594769186,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.20610751487e-15,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.490920556385,0,0,0,0,0,0,0,0,0,1
44,1,-0.351956208999,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,-2.08652755251,0.481103898778,1.86581259333,0,0,1,0,0,0,0.160106304457,0,0,0,0,0,0,0,0,0,1
45,1,0.841594769186,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,-0.844599429774,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.49124139828,0,0,0,0,0,0,0,0,1,0
46,0,0.841594769186,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2.20610751487e-15,-0.478903728509,-0.444829492449,0,0,1,0,0,1,-0.487940205769,0,0,0,0,0,0,0,0,0,0
47,0,0.841594769186,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2.20610751487e-15,0.481103898778,-0.444829492449,0,0,0,0,1,1,-0.343947909466,0,0,0,0,0,0,0,0,1,0
48,1,0.841594769186,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,2.20610751487e-15,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.493738553271,0,0,0,0,0,0,0,0,1,0
49,0,0.841594769186,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2.20610751487e-15,1.44111152607,-0.444829492449,0,0,0,0,1,1,-0.224517413183,0,0,0,0,0,0,0,0,0,1
50,0,0.841594769186,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,-0.922219937445,0.481103898778,-0.444829492449,0,0,0,0,1,1,-0.29949391195,0,0,0,0,0,0,0,0,0,0
51,0,0.841594769186,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,-1.77604552183,3.36112678064,0.71049155044,0,0,0,0,1,1,0.123543857892,0,0,0,0,0,0,0,0,0,0
52,0,0.841594769186,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,-0.689358414432,-0.478903728509,-0.444829492449,0,0,1,0,1,0,-0.49277216202,0,0,0,0,0,0,0,0,0,0
53,1,-1.54550718718,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1.48401580036,0.481103898778,-0.444829492449,0,0,0,0,0,1,0.839479353455,0,0,0,0,1,0,1,0,0,1
54,1,-0.351956208999,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,-0.0683943530642,0.481103898778,-0.444829492449,0,0,0,0,1,1,-0.141005746892,0,0,0,0,0,0,0,0,0,0
55,0,-1.54550718718,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2.72594392309,-0.478903728509,0.71049155044,0,0,0,0,1,1,0.554393934601,0,0,0,0,1,0,1,1,0,1
56,1,-1.54550718718,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,2.20610751487e-15,-0.478903728509,-0.444829492449,0,0,0,0,1,1,0.0426085906745,0,0,0,0,1,1,0,0,0,0
57,1,-0.351956208999,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,-0.689358414432,-0.478903728509,-0.444829492449,0,0,0,1,1,0,-0.440587034501,0,0,0,0,0,0,0,0,0,0
58,0,0.841594769186,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,-0.1072046069,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.503804484534,0,0,0,0,0,0,0,0,0,1
59,1,-0.351956208999,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,-1.93128653717,0.481103898778,1.86581259333,0,0,0,1,1,0,-0.10718205313,0,0,0,0,0,0,0,0,0,0
60,0,0.841594769186,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,-1.46556349114,4.32113440793,1.86581259333,0,0,1,0,1,1,0.262945795755,0,0,0,0,0,0,0,0,0,0
61,0,0.841594769186,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,-0.611737906761,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.503804484534,0,0,0,0,0,0,0,0,0,1
62,1,-1.54550718718,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0.630190215975,-0.478903728509,-0.444829492449,0,0,0,0,1,1,0.902696803488,0,0,0,0,1,1,0,1,1,1
63,0,-1.54550718718,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1.17353376967,0.481103898778,-0.444829492449,0,0,0,0,1,1,0.969860995387,0,0,0,0,1,1,1,0,0,0
64,0,0.841594769186,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,-2.00890704484,2.40111915335,1.86581259333,0,0,0,0,1,1,-0.104282879379,0,0,0,0,0,0,0,0,0,0
65,0,-1.54550718718,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2.20610751487e-15,-0.478903728509,-0.444829492449,0,0,0,0,0,1,-0.10774642562,0,0,0,0,0,0,0,0,0,1
66,1,0.841594769186,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,2.20610751487e-15,0.481103898778,0.71049155044,0,0,0,0,1,1,-0.348861042583,0,0,0,0,0,0,0,0,0,1
67,1,-0.351956208999,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-0.0683943530642,-0.478903728509,-0.444829492449,0,0,0,1,1,0,-0.440587034501,0,0,0,0,1,1,1,1,0,0
68,0,0.841594769186,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.844599429774,-0.478903728509,-0.444829492449,0,0,1,1,0,0,-0.48584700232,0,0,0,0,0,0,0,0,0,0
69,1,0.841594769186,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,-0.999840445116,3.36112678064,1.86581259333,0,0,0,0,1,1,-0.490356183895,0,0,0,0,0,0,0,0,0,0
70,0,0.841594769186,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.301255876077,1.44111152607,-0.444829492449,0,0,0,0,1,1,-0.476101912952,0,0,0,0,0,0,0,0,0,0
71,0,-0.351956208999,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.164467169949,-0.478903728509,-0.444829492449,0,0,0,1,1,0,-0.440587034501,0,0,0,0,0,0,0,0,0,0
72,0,0.841594769186,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,-1.07746095279,4.32113440793,1.86581259333,0,0,1,0,1,1,0.262945795755,0,0,0,0,0,0,0,0,0,0
73,0,-0.351956208999,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.689358414432,-0.478903728509,-0.444829492449,0,0,1,1,0,1,0.777065940942,0,0,0,0,0,0,0,0,0,0
74,0,0.841594769186,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-0.301255876077,0.481103898778,-0.444829492449,0,0,0,0,1,1,-0.364160948859,0,0,0,0,0,0,0,0,0,1
75,1,0.841594769186,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.164467169949,-0.478903728509,-0.444829492449,0,0,0,0,1,1,0.448411738957,0,0,0,0,0,0,0,0,0,0
76,0,0.841594769186,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,-0.378876383748,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.495671335772,0,0,0,1,0,0,0,0,0,0
77,0,0.841594769186,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.20610751487e-15,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.490920556385,0,0,0,0,0,0,0,0,0,0
78,0,0.841594769186,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2.20610751487e-15,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.487940205769,0,0,0,0,0,0,0,0,0,0
79,1,-0.351956208999,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,-2.25496405416,-0.478903728509,1.86581259333,0,0,0,0,1,1,-0.0830222718712,0,0,0,0,0,0,0,0,0,0
80,1,0.841594769186,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0.00922615460683,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.402414580113,0,0,0,0,0,0,0,0,0,0
81,0,0.841594769186,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-0.611737906761,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.469578772012,0,0,0,0,0,0,0,0,0,0
82,1,0.841594769186,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,-0.0683943530642,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.459914859508,0,0,0,0,0,0,0,0,0,0
83,1,0.841594769186,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,2.20610751487e-15,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.493013759833,0,0,0,0,0,0,0,0,1,0
84,0,-1.54550718718,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,-0.146014860735,-0.478903728509,-0.444829492449,0,0,0,0,1,1,0.266811360756,0,0,0,0,0,0,0,0,0,0
85,1,-0.351956208999,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,-0.999840445116,-0.478903728509,-0.444829492449,0,0,1,1,1,0,-0.440587034501,0,0,0,0,0,0,0,0,0,0
86,1,0.841594769186,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0.24208767762,2.40111915335,-0.444829492449,0,0,0,0,1,1,-0.337183170714,0,0,0,0,0,0,0,0,0,0
87,0,0.841594769186,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,-1.07746095279,0.481103898778,3.02113363622,0,0,1,1,1,1,0.0208647875416,0,0,0,0,0,0,0,0,0,0
88,0,0.841594769186,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2.20610751487e-15,-0.478903728509,-0.444829492449,0,1,0,0,0,0,-0.487940205769,0,0,0,0,0,0,0,0,0,0
89,1,-1.54550718718,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,-0.53411739909,2.40111915335,1.86581259333,0,0,0,0,1,1,4.43968877978,0,0,0,0,1,0,0,0,0,0
90,0,0.841594769186,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,-0.456496891419,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.487940205769,0,0,0,0,0,0,0,0,0,0
91,0,0.841594769186,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.0683943530642,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.487940205769,0,0,0,0,0,0,0,0,0,0
92,0,0.841594769186,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,-0.766978922103,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.491724593905,0,0,0,0,0,0,0,0,0,0
93,0,-1.54550718718,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1.25115427734,0.481103898778,-0.444829492449,0,1,0,0,0,1,0.53885049773,0,0,0,1,0,0,0,1,0,0
94,0,0.841594769186,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,-0.301255876077,0.481103898778,1.86581259333,0,0,0,1,1,0,-0.245859197556,0,0,0,0,0,0,0,0,0,0
95,0,0.841594769186,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,2.26022087707,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.503402465774,0,0,0,0,0,0,0,0,0,0
96,0,0.841594769186,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2.20610751487e-15,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.487940205769,0,0,0,0,0,0,0,0,0,0
97,0,-1.54550718718,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,3.19166696912,-0.478903728509,-0.444829492449,0,0,0,0,0,1,0.0262611162836,0,0,0,1,0,0,1,0,0,1
98,1,-1.54550718718,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,-0.53411739909,-0.478903728509,0.71049155044,0,0,0,0,0,1,0.581048938068,0,0,0,1,0,0,1,1,0,1
99,1,-0.351956208999,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0.319708185291,-0.478903728509,0.71049155044,0,0,0,0,1,1,-0.198989221913,0,0,0,0,0,0,0,0,0,0
100,0,-0.351956208999,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0.319708185291,0.481103898778,-0.444829492449,0,0,0,0,1,1,-0.141005746892,0,0,0,0,0,0,0,0,0,0
101,0,0.841594769186,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,-0.146014860735,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.490920556385,0,0,0,0,0,0,0,0,0,0
102,0,0.841594769186,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.20610751487e-15,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.490920556385,0,0,0,0,0,0,0,0,0,0
103,0,-1.54550718718,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.689358414432,-0.478903728509,0.71049155044,0,0,0,0,1,1,0.850270078156,0,0,0,1,0,1,0,0,0,0
104,0,0.841594769186,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.24208767762,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.476262333899,0,0,0,0,0,0,0,0,0,0
105,0,0.841594769186,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0.552569708304,1.44111152607,-0.444829492449,0,0,0,0,1,1,-0.490356183895,0,0,0,0,0,0,0,0,0,0
106,0,0.841594769186,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-0.146014860735,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.490920556385,0,0,0,0,0,0,0,0,0,0
107,1,0.841594769186,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,-0.689358414432,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.495671335772,0,0,0,0,0,0,0,0,0,0
108,1,0.841594769186,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2.20610751487e-15,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.493255357646,0,0,0,0,0,0,0,0,0,0
109,0,0.841594769186,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0.630190215975,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.490920556385,0,0,0,0,0,0,0,0,0,0
110,1,0.841594769186,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2.20610751487e-15,0.481103898778,-0.444829492449,0,0,0,0,1,1,-0.176762223155,0,0,0,0,0,0,0,0,1,0
111,0,-1.54550718718,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1.32877478501,-0.478903728509,-0.444829492449,0,0,0,0,1,1,0.361517703291,0,0,0,1,0,1,0,1,0,0
112,0,0.841594769186,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,-1.19389171429,0.481103898778,-0.444829492449,0,0,0,0,1,1,-0.364160948859,0,0,0,0,0,0,0,0,0,1
113,0,0.841594769186,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,-0.611737906761,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.487940205769,0,0,0,0,0,0,0,0,0,0
114,0,0.841594769186,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,-0.766978922103,0.481103898778,-0.444829492449,0,0,0,0,1,1,-0.453633316381,0,0,0,0,0,0,0,0,0,0
115,0,0.841594769186,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,-0.999840445116,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.364081704776,0,0,0,0,0,0,0,0,0,1
116,0,0.841594769186,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,-0.689358414432,-0.478903728509,-0.444829492449,0,1,0,0,1,0,-0.490356183895,0,0,0,0,0,0,0,0,0,0
117,0,0.841594769186,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,3.15285671528,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.493738553271,0,0,0,0,0,0,0,0,1,0
118,0,-0.351956208999,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,-0.0683943530642,0.481103898778,-0.444829492449,0,0,0,0,1,1,-0.237644871928,0,0,0,0,0,0,0,0,0,0
119,0,-1.54550718718,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,-0.456496891419,-0.478903728509,0.71049155044,0,0,0,0,0,1,4.14050951093,0,0,0,1,0,1,1,0,0,1
120,0,0.841594769186,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,-2.16414806018,3.36112678064,1.86581259333,0,0,0,0,1,1,-0.0390514699802,0,0,0,0,0,0,0,0,0,0
121,0,-0.351956208999,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-0.689358414432,1.44111152607,-0.444829492449,0,0,1,1,0,1,0.777065940942,0,0,0,0,0,0,0,0,0,0
122,0,0.841594769186,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2.20610751487e-15,-0.478903728509,-0.444829492449,0,1,0,0,1,1,-0.487940205769,0,0,0,0,0,0,0,0,0,0
123,0,-0.351956208999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.203277423784,0.481103898778,-0.444829492449,0,0,0,0,1,1,-0.0623260368537,0,0,0,0,0,0,0,0,0,1
124,1,-0.351956208999,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0.203277423784,-0.478903728509,-0.444829492449,0,0,0,0,1,1,-0.392267471984,0,0,0,1,0,1,1,1,0,0
125,0,-1.54550718718,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.87211833871,-0.478903728509,0.71049155044,0,0,0,0,1,1,0.850270078156,0,0,0,1,0,1,0,0,0,0
126,1,0.841594769186,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,-1.38794298347,0.481103898778,-0.444829492449,0,0,0,0,1,1,-0.426251586694,0,0,0,0,0,0,0,0,0,1
